timestamp,category,search,brand,model,size,opportunity_score,title,listing_price,total_buy_est,resale_low,resale_high,margin_low,margin_high,roi_low,reason,url,item_id
2026-09-01T19:19:39,JEU_SWITCH,FILTRE - New Super Mario Bros U Deluxe / super mario bros u deluxe / New Super Mario Bros U Deluxe,Nintendo,New Super Mario Bros U Deluxe,L,3,PLV Nintendo Switch New Super Mario Bros. U Deluxe – Officielle | Vinted,14.99,20.94,30.0,35.0,9.06,14.06,43.3,prix a environ 50% de la reference prudente,https://www.vinted.be/items/9694189303-plv-nintendo-switch-new-super-mario-bros-u-deluxe-officielle,9694189303
2026-09-01T19:20:00,JEU_SWITCH,EXEMPLE - zelda tears of the kingdom / Appris : zelda tears of the kingdom,,zelda tears of the kingdom,?,7,Pierre sacrée zelda tears of the kingdom | Vinted,8.85,14.49,38.5,50.0,24.01,35.51,165.7,prix a environ 23% de la reference prudente,https://www.vinted.be/items/9858116472-pierre-sacree-zelda-tears-of-the-kingdom,9858116472
2026-09-01T19:20:04,JEU_SWITCH,EXEMPLE - zelda tears of the kingdom / Appris : zelda tears of the kingdom,,zelda tears of the kingdom,?,6,Pierre sacrée zelda tears of the kingdom | Vinted,11.0,16.75,38.5,50.0,21.75,33.25,129.9,prix a environ 29% de la reference prudente,https://www.vinted.be/items/9856095742-pierre-sacree-zelda-tears-of-the-kingdom,9856095742
2026-09-01T19:20:21,JEU_PS5,EXEMPLE - ghost of yotei / Appris : ghost of yotei,,ghost of yotei,?,5,Ghost of Yotei Medallion | Vinted,15.0,20.95,45.0,50.0,24.05,29.05,114.8,prix a environ 33% de la reference prudente,https://www.vinted.be/items/9857103803-ghost-of-yotei-medallion,9857103803
2026-09-01T19:20:33,JEU_SWITCH,EXEMPLE - zelda skyward sword hd / Appris : zelda skyward sword hd,,zelda skyward sword hd,?,3,Zelda Skyward Sword Wii Disque quasi neuf | Vinted,13.0,18.85,29.3,35.0,10.45,16.15,55.4,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9839591114-zelda-skyward-sword-wii-disque-quasi-neuf,9839591114
2026-09-01T19:20:37,JEU_SWITCH,EXEMPLE - zelda skyward sword hd / Appris : zelda skyward sword hd,,zelda skyward sword hd,L,5,Zelda skyward sword Nintendo jeux seul avec notice | Vinted,10.0,15.7,29.3,35.0,13.6,19.3,86.6,prix a environ 34% de la reference prudente,https://www.vinted.be/items/9840345411-zelda-skyward-sword-nintendo-jeux-seul-avec-notice,9840345411
2026-09-01T19:21:24,ELECTRONIQUE,ELECTRONIQUE - Sony Walkman cassette / Sony Walkman Cassette Vintage,Sony,Walkman Cassette,?,8,Reproductor Portátil Cassette Sony Walkman | Vinted,15.0,20.95,80.0,180.0,59.05,159.05,281.9,prix a environ 19% de la reference prudente,https://www.vinted.be/items/9836468416-reproductor-portatil-cassette-sony-walkman,9836468416
2026-09-01T19:21:28,ELECTRONIQUE,ELECTRONIQUE - Sony Walkman cassette / Sony Walkman Cassette Vintage,Sony,Walkman Cassette,?,7,Walkman Sony wm-fx123 mangiacassette vintage | Vinted,20.0,26.2,80.0,180.0,53.8,153.8,205.3,prix a environ 25% de la reference prudente,https://www.vinted.be/items/9832646053-walkman-sony-wm-fx123-mangiacassette-vintage,9832646053
2026-09-01T19:21:55,JEU_PS5,JEU_PS5 - Scan large / Elden Ring,Sony,Elden Ring,?,5,Elden Ring ps5 | Vinted,10.0,15.7,30.0,38.0,14.3,22.3,91.1,prix a environ 33% de la reference prudente,https://www.vinted.be/items/9858362606-elden-ring-ps5,9858362606
2026-09-01T19:22:01,JEU_PS5,JEU_PS5 - Scan large / Gran Turismo 7,Sony,Gran Turismo 7,?,5,Jogo PS5 Gran Turismo 7 | Vinted,10.0,15.7,30.0,38.0,14.3,22.3,91.1,prix a environ 33% de la reference prudente,https://www.vinted.be/items/9858258338-jogo-ps5-gran-turismo-7,9858258338
2026-09-01T19:48:22,CONSOLE,FILTRE - Nintendo 3DS / 3ds / Nintendo 3DS,Nintendo,3DS,?,6,Mario Sports Superstars – Nintendo 3DS | Vinted,7.0,12.55,90.0,115.0,77.45,102.45,617.1,"prix a environ 8% de la reference prudente; prix extrêmement bas, verifier vendeur et authenticite",https://www.vinted.be/items/9858661858-mario-sports-superstars-nintendo-3ds,9858661858
2026-09-01T19:48:36,CONSOLE,FILTRE - Nintendo 3DS / 3ds / Nintendo 3DS,Nintendo,3DS,S,6,Jeu pour Nintendo 3DS - Luigi’s Mansion 2 avec boîte sans notice | Vinted,10.0,15.7,90.0,115.0,74.3,99.3,473.2,"prix a environ 11% de la reference prudente; prix extrêmement bas, verifier vendeur et authenticite",https://www.vinted.be/items/9858533642-jeu-pour-nintendo-3ds-luigis-mansion-2-avec-boite-sans-notice,9858533642
2026-09-01T19:48:53,CONSOLE,FILTRE - Nintendo 3DS / nintendo 3ds / Nintendo 3DS,Nintendo,3DS,L,6,Pokémon X - Nintendo 3ds - Version FR - PAL | Vinted,25.0,31.45,90.0,115.0,58.55,83.55,186.2,prix a environ 28% de la reference prudente,https://www.vinted.be/items/9858521864-pokemon-x-nintendo-3ds-version-fr-pal,9858521864
2026-09-01T19:49:11,CONSOLE,FILTRE - Nintendo 3DS / nintendo 3ds / Nintendo 3DS,Nintendo,3DS,L,5,Inazuma Eleven Go Chrono Stone Brasier - Version authentique - Nintendo 3DS | Vinted,28.0,34.6,90.0,115.0,55.4,80.4,160.1,prix a environ 31% de la reference prudente,https://www.vinted.be/items/9858411225-inazuma-eleven-go-chrono-stone-brasier-version-authentique-nintendo-3ds,9858411225
2026-09-01T19:49:56,JEU_SWITCH,FILTRE - Super Mario Party Switch / super mario party / Super Mario Party Switch,Nintendo,Super Mario Party,?,6,Super Mario Party Jamboree doosje | Vinted,4.0,9.4,25.0,30.0,15.6,20.6,166.0,"prix a environ 16% de la reference prudente; prix extrêmement bas, verifier vendeur et authenticite",https://www.vinted.be/items/9818195849-super-mario-party-jamboree-doosje,9818195849
2026-09-01T19:50:43,JEU_PS5,EXEMPLE - assassin creed shadow ps5 / Appris : assassin creed shadow ps5,,assassin creed shadow ps5,?,5,Cover silicone assassin Creed shadows pour ps5 slim | Vinted,10.0,15.7,27.07,30.0,11.37,14.3,72.4,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9856219055-cover-silicone-assassin-creed-shadows-pour-ps5-slim,9856219055
2026-09-01T19:52:35,JEU_3DS,JEU_3DS - Pokemon Ultra Sun Moon / Pokemon Ultra Sun/Moon 3DS,Nintendo,Pokemon Ultra 3DS,?,6,Pokémon Ultra Ball 146/159 Reverse Holo ITA | Vinted,3.9,9.29,45.0,60.0,35.7,50.7,384.1,"prix a environ 9% de la reference prudente; prix extrêmement bas, verifier vendeur et authenticite",https://www.vinted.be/items/8773442062-pokemon-ultra-ball-146159-reverse-holo-ita,8773442062
2026-09-01T19:52:39,JEU_3DS,JEU_3DS - Pokemon Ultra Sun Moon / Pokemon Ultra Sun/Moon 3DS,Nintendo,Pokemon Ultra 3DS,?,6,Pokémon Ultra Ball 150/172 Reverse Holo ITA | Vinted,3.9,9.29,45.0,60.0,35.7,50.7,384.1,"prix a environ 9% de la reference prudente; prix extrêmement bas, verifier vendeur et authenticite",https://www.vinted.be/items/8773457108-pokemon-ultra-ball-150172-reverse-holo-ita,8773457108
2026-09-01T19:52:51,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,5,Cartouche GBA Multi-jeux 369-en-1 – Pokémon Rubis/Saphir/Émeraude | Vinted,29.99,36.69,80.0,180.0,43.31,143.31,118.0,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9852492694-cartouche-gba-multi-jeux-369-en-1-pokemon-rubissaphiremeraude,9852492694
2026-09-01T19:53:08,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,5,Cartouche GBC Multi-jeux 16-en-1 – Pokémon Rouge/Bleu/Or/Argent | Vinted,29.99,36.69,80.0,180.0,43.31,143.31,118.0,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9830482339-cartouche-gbc-multi-jeux-16-en-1-pokemon-rougebleuorargent,9830482339
2026-09-01T19:53:14,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,?,5,Cartouche GBC Multi-jeux 22-en-1 édition Pokémon – Mortal Kombat 4 | Vinted,29.99,36.69,80.0,180.0,43.31,143.31,118.0,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9830514901-cartouche-gbc-multi-jeux-22-en-1-edition-pokemon-mortal-kombat-4,9830514901
2026-09-01T19:53:18,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,?,5,Pokémon Jaune Game Boy | Vinted,30.0,36.7,80.0,180.0,43.3,143.3,118.0,prix a environ 38% de la reference prudente,https://www.vinted.be/items/9833412396-pokemon-jaune-game-boy,9833412396
2026-09-01T19:53:23,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,?,5,"Cartouche GBC Multi-jeux 108-en-1 – Pokémon, Contra, Castlevania | Vinted",29.99,36.69,80.0,180.0,43.31,143.31,118.0,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9830496586-cartouche-gbc-multi-jeux-108-en-1-pokemon-contra-castlevania,9830496586
2026-09-01T19:53:29,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,5,"Cartouche GBC Multi-jeux 19-en-1 – Tomb Raider, Pokémon Diamon | Vinted",29.99,36.69,80.0,180.0,43.31,143.31,118.0,prix a environ 37% de la reference prudente,https://www.vinted.be/items/9830471254-cartouche-gbc-multi-jeux-19-en-1-tomb-raider-pokemon-diamon,9830471254
2026-09-01T20:56:38,CONSOLE,FILTRE - Nintendo DS Lite / ds lite / Nintendo DS Lite,Nintendo,DS Lite,L,3,Nintendo Ds lite rossa | Vinted,27.0,33.55,50.0,65.0,16.45,31.45,49.0,prix a environ 54% de la reference prudente,https://www.vinted.be/items/9855321447-nintendo-ds-lite-rossa,9855321447
2026-09-01T20:59:19,CONSOLE,BASE - nintendo 3ds / Profil appris : nintendo 3ds,,nintendo 3ds,?,3,Nintendo 3ds | Vinted,90.0,99.7,152.0,189.0,52.3,89.3,52.5,prix a environ 59% de la reference prudente,https://www.vinted.be/items/9859072976-nintendo-3ds,9859072976
2026-09-01T21:00:00,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Version NEW Emeraude GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854246837-pokemon-version-new-emeraude-gba-fr,9854246837
2026-09-01T21:00:07,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,3,Pokémon Neon GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854408226-pokemon-neon-gba-fr,9854408226
2026-09-01T21:00:13,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Émeraude 1 2 3 GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854190361-pokemon-emeraude-1-2-3-gba-fr,9854190361
2026-09-01T21:00:20,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Duo Émeraude GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854139838-pokemon-duo-emeraude-gba-fr,9854139838
2026-09-01T21:00:27,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,3,Pokémon Cristal de Jade GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9854086815-pokemon-cristal-de-jade-gba-fr,9854086815
2026-09-01T21:00:34,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Cristal de Jade GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9542930655-pokemon-cristal-de-jade-gba-fr,9542930655
2026-09-01T21:00:41,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,GBA FR + Pokémon Émeraude | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9615873222-gba-fr-pokemon-emeraude,9615873222
2026-09-01T21:00:47,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Chrome FR GBA | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9816193879-pokemon-chrome-fr-gba,9816193879
2026-09-01T21:00:54,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,S,3,Pokémon Ambre Fire Red GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9785984144-pokemon-ambre-fire-red-gba-fr,9785984144
2026-09-01T21:01:00,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Version NEW Rubis Shadow GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9495737329-pokemon-version-new-rubis-shadow-gba-fr,9495737329
2026-09-01T21:01:08,JEU_RETRO,JEU_RETRO - Pokemon Game Boy / Pokemon Game Boy en boite,Nintendo,Pokemon Game Boy,L,3,Pokémon Gaulois GBA FR | Vinted,34.99,41.94,80.0,180.0,38.06,138.06,90.8,prix a environ 44% de la reference prudente,https://www.vinted.be/items/9542948376-pokemon-gaulois-gba-fr,9542948376
